sno,claim,url,claim_entered,sourced_bills,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
40,"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""",https://www.politifact.com/factchecks/2018/jul/25/corey-stewart/stewart-mark-repeated-attacks-kaines-support-milit/,Sen. Tim Kaine even voted against giving more money to our men and women who are in the military service and against our housing allowance,['115 HR 1625'],"['117 SJRES 35', '117 HR 7', '117 HR 8404', '117 SJRES 31', '117 HR 3076', '117 HR 335', '117 HR 6968', '117 HR 4350', '117 HR 7776', '117 SCONRES 41']","['117 HR 1652', '117 HR 4350', '117 SCONRES 41', '117 HR 7691', '117 HR 7', '117 HR 5305', '117 SJRES 31', '117 SJRES 35', '117 S 1605', '117 S 1301']","['117 SCONRES 41', '117 S 3373', '117 SCONRES 5', '117 HR 3967', '117 SCONRES 14', '117 S 4822', '117 HR 6833', '117 HR 6617', '117 HR 1652', '117 HR 6119']","['117 SCONRES 5', '117 SCONRES 41', '117 S 4822', '117 HR 1799', '117 HR 6833', '117 S 3373', '117 HR 6617', '117 HR 5305', '117 HR 4350', '117 HR 6119']","['117 HR 335', '117 HR 1652', '117 SCONRES 41', '117 HR 6119', '117 HR 6617', '117 S 4822', '117 HR 7691', '117 SCONRES 5', '117 SJRES 35', '117 HR 2617']","['117 SCONRES 5', '117 SCONRES 41', '117 S 4822', '117 HR 6833', '117 SCONRES 14', '117 HR 1319', '117 HR 5305', '117 HR 4350', '117 HR 2471', '117 HR 3076']","['117 HR 6119', '117 HR 6617', '117 HR 1652', '117 S 4822', '117 HR 4350', '117 HR 6833', '117 HR 7691', '117 S 4008', '117 SCONRES 41', '117 HR 1799']","['117 HR 4350', '117 S 3373', '117 HR 3967', '117 S 1301', '117 HR 7', '117 S 1605', '117 S 4008', '117 HR 2471', '117 HR 5305', '117 HR 6833']","['110 HRES 1139', '112 SRES 472', '111 SRES 384', '117 HCONRES 50', '112 SRES 86', '111 SRES 441', '108 SRES 433', '110 HRES 686', '111 HRES 681', '117 HR 5283']","['108 S 1050', '113 HR 4304', '113 HR 15', '112 HR 4271', '112 HR 4982', '108 S 14', '114 HR 5394', '113 S 744', '113 HR 4034', '109 HR 4']","['110 HRES 1139', '111 SRES 384', '112 SRES 472', '110 HRES 686', '117 HCONRES 50', '108 SRES 433', '110 HRES 604', '117 HRES 855', '117 HRES 855', '110 HRES 1306']"
41,"Says Ron DeSantis ""voted in an agricultural bill to give food stamps to illegal immigrants.""",https://www.politifact.com/factchecks/2018/jun/29/adam-putnam/putnam-parrots-previous-absurd-claim-food-stamps-i/,Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants,"['113 HR 2642', '113 HR 1947']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['109 HR 3712', '116 HR 7656', '115 HR 4749', '113 S 1', '117 HR 6820', '111 HR 4971', '117 HR 9003', '117 HR 9003', '115 HR 3699', '117 S 2636']","['113 HR 2642', '113 HR 15', '113 HR 1947', '113 HR 2498', '113 S 954', '108 S 1050', '113 HR 4304', '113 S 744', '109 HR 4', '108 S 14']","['110 HR 2419', '109 HR 3712', '115 HR 3934', '117 HR 9003', '117 HR 9003', '115 HR 5276', '113 S 1', '115 HRES 1071', '117 S 5329', '116 HR 7656']"
42,"Says Bill Nelson voted for ""cuts to Medicare providers"" and voted to weaken ""Social Security protections"" as a U.S. senator.",https://www.politifact.com/factchecks/2018/jun/15/new-republican-pac/republican-pac-misleads-ad-about-sen-bill-nelsons-/,Bill Nelson voted for cuts to Medicare providers and voted to weaken Social Security protections as a U.S. senator,['113 HJRES 59'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['111 SJRES 39', '110 S 3101', '108 S 1', '111 S 1776', '112 S 1931', '111 SCONRES 13', '112 HCONRES 35', '112 SCONRES 21', '112 HCONRES 34', '112 SCONRES 18']",no_bill_found,no_bill_found,"['117 HR 4044', '108 HR 3081', '110 HR 2595', '108 HR 810', '113 HR 3168', '117 HR 322', '117 HR 322', '118 HR 3237', '118 HRES 212', '118 HRES 212']","['108 S 1050', '113 HR 15', '113 HR 4304', '113 S 744', '109 HR 4', '108 S 14', '112 HR 3630', '113 S 696', '113 HR 4034', '112 HR 7']","['117 HR 4044', '117 HR 6842', '115 HRES 671', '112 SRES 230', '117 HRES 945', '116 HR 8702', '116 HR 8702', '116 HR 394', '115 HR 893', '108 HR 3081']"
43,"Says Marsha Blackburn ""voted against military pay raise.""",https://www.politifact.com/factchecks/2018/jun/05/tennessee-democratic-party/tennessee-democrats-slam-blackburn-military-pay-vo/,Marsha Blackburn voted against military pay raise,"['115 HR 5515', '115 HR 2220']","['108 HR 4879', '108 HRES 581', '110 HCONRES 162', '112 HR 1246', '111 HR 5017', '108 HR 2998', '110 HR 3793', '111 S 3473', '112 HR 2219', '112 HR 3835']","['110 HCONRES 162', '110 HR 3793', '110 HR 3997', '108 HRES 581', '110 HR 6599', '110 HR 3222', '111 HR 2990', '111 HR 3326', '108 HR 2559', '110 HR 6897']","['110 HCONRES 162', '111 HR 1293', '108 HR 4879', '109 HRES 298', '110 HRES 1384', '108 HRES 732', '111 HR 1752', '111 HR 1679', '109 HRES 315', '108 HR 2998']","['110 HCONRES 162', '109 HRES 298', '111 HR 1293', '108 HRES 732', '110 HRES 1384', '109 HRES 315', '108 HRES 683', '111 HR 1679', '110 HRES 1284', '111 HRES 1404']","['108 HRES 581', '109 HCONRES 354', '109 HCONRES 36', '110 HCONRES 162', '108 HJRES 91', '109 HJRES 65', '110 HJRES 70', '108 HR 4879', '108 HR 3365', '111 HCONRES 64']","['110 HCONRES 162', '111 HR 1293', '112 HR 1246', '117 SCONRES 41', '108 HR 2998', '111 HRES 471', '110 HRES 387', '108 HR 1779', '112 HR 6726', '111 HR 347']","['110 HCONRES 162', '108 HRES 581', '110 HR 3793', '111 HR 1679', '109 HR 3200', '112 HR 1775', '111 S 407', '110 S 2617', '111 HR 4667', '108 HRES 648']","['110 HCONRES 162', '110 HR 3997', '111 HR 1293', '112 HR 1383', '108 HRES 581', '108 HR 1779', '108 HR 4359', '112 HR 3835', '111 HR 1679', '111 S 407']","['110 HCONRES 162', '118 HR 2591', '116 S 262', '117 HR 823', '117 HR 823', '117 HR 823', '116 HR 3260', '111 HR 282', '116 HR 790', '111 HR 156']","['108 S 1050', '108 S 2400', '115 HR 5125', '115 HR 5125', '112 HR 1979', '113 S 2289', '113 S 2410', '112 HR 4271', '109 HR 1815', '114 S 1249']","['110 HCONRES 162', '118 HR 2591', '116 S 262', '117 HR 823', '116 HR 3260', '117 HR 823', '117 HR 823', '111 HR 282', '116 HR 790', '111 HR 156']"
44,"Rep. Dan Donovan ""voted for Tax Cuts""",https://www.politifact.com/factchecks/2018/jun/04/donald-trump/did-rep-dan-donovan-vote-tax-cuts-trump-said/,Rep. Dan Donovan voted for Tax Cuts,['115 HR 1892'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['115 HRES 1097', '118 HRES 212', '118 HRES 212', '115 HR 4886', '118 HR 3270', '108 SRES 15', '116 HR 957', '117 HR 8214', '115 S 2254', '108 SCONRES 63']","['113 HR 1', '110 HR 7060', '113 HR 5771', '113 S 2260', '110 S 3335', '110 HR 6049', '110 S 3125', '109 HR 4', '113 S 1859', '110 S 3478']","['115 HRES 1097', '118 HRES 212', '118 HRES 212', '115 HR 4886', '118 HR 3270', '117 HR 8214', '112 HR 2650', '112 HR 2650', '108 SRES 15', '116 HR 957']"
45,"""Jim Renacci has been a lobbyist even while in Congress"" and ""voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest.""",https://www.politifact.com/factchecks/2018/may/31/sherrod-brown/sherrod-brown-misleads-lobbyist-attack-jim-renacci/,Jim Renacci voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest,"['114 HRES 921', '114 HR 6324', '114 HRES 5']","['112 HRES 718', '112 S 2038', '112 S 3564', '112 HR 2189', '112 HR 2930', '112 HR 2076', '112 HR 1059', '112 HR 2219', '112 HRES 562', '112 HR 1965']","['112 HRES 718', '112 HRES 491', '112 HRES 477', '112 S 2038', '112 HR 2076', '112 S 990', '112 HR 2930', '112 HR 1059', '112 HRES 711', '112 S 3642']","['112 HCONRES 127', '112 HR 292', '112 SCONRES 50', '112 HRES 718', '112 HRES 72', '112 HRES 516', '112 HRES 537', '112 HJRES 77', '112 HJRES 98', '112 HRES 477']","['112 HCONRES 127', '112 SCONRES 50', '112 HRES 477', '112 HRES 453', '112 S 990', '112 HR 1059', '112 HRES 572', '112 HR 2096', '112 HR 1734', '112 HR 1965']","['112 HR 1059', '112 S 2038', '112 S 3564', '112 S 990', '112 HR 2587', '112 HR 6016', '112 HR 4606', '112 HR 3336', '112 HR 6213', '112 HR 1775']","['112 S 2038', '112 HRES 706', '112 HR 1315', '112 HRES 477', '112 HR 6016', '112 HR 2354', '112 HR 2076', '112 HR 2551', '112 HJRES 68', '112 S 3564']","['112 HRES 738', '112 S 2038', '112 HRES 245', '112 HRES 706', '112 HRES 708', '112 HR 6213', '112 HR 443', '112 HR 2867', '112 HR 915', '112 HRES 691']","['112 HRES 72', '112 HCONRES 127', '112 HJRES 77', '112 HJRES 98', '112 S 2038', '112 HRES 477', '112 HR 1657', '112 HR 4005', '112 HR 365', '112 HJRES 68']","['117 HR 6383', '118 HR 840', '117 HR 7602', '117 HR 7602', '110 HR 3718', '109 S 2559', '115 S 3502', '109 SRES 485', '115 S 1184', '109 HCONRES 404']","['108 S 1050', '113 HR 4304', '108 S 14', '109 HR 4', '113 HR 15', '112 HR 3630', '113 HR 4034', '113 S 696', '113 S 744', '112 HR 7']","['118 HR 840', '117 HR 6383', '115 S 3502', '117 HR 8990', '117 HRES 554', '109 SRES 485', '115 S 1184', '115 HR 2493', '117 HR 7602', '117 HR 7602']"
46,"Says Dean Heller ""has voted for a GOP bill that funded efforts to revive Yucca Mountain.""",https://www.politifact.com/factchecks/2018/may/14/jacky-rosen/rosen-misleads-heller-yucca-mountain-vote/,Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain,"['112 HR 1', '115 S 95']","['110 HR 839', '111 HRES 522', '111 S 3774', '112 HJRES 66', '110 HR 1311', '110 HR 1678', '112 HR 1214', '111 HR 1746', '110 HRES 1065', '111 HRES 1017']","['110 HR 1678', '112 HJRES 66', '110 HRES 1476', '111 S 3774', '112 HRES 170', '112 HR 1363', '112 HCONRES 94', '111 HRES 976', '111 HR 5730', '110 HR 6460']","['110 HR 497', '111 HRES 92', '111 HR 129', '112 HJRES 66', '110 HR 3981', '111 HRES 490', '111 HR 2288', '111 HR 3435', '110 HRES 1339', '110 HR 835']","['110 HR 2750', '111 HR 2288', '111 HR 4773', '111 HRES 908', '112 HRES 170', '111 HRES 1017', '110 HRES 1419', '111 HRES 1620', '110 HRES 1339', '111 HRES 1736']","['111 HR 1586', '112 HJRES 48', '112 HJRES 66', '111 HR 4592', '112 HR 2354', '111 HR 1945', '111 HRES 1205', '110 HR 2641', '110 HR 1195', '110 HR 7060']","['112 HR 861', '112 HR 674', '111 HR 4783', '110 HR 497', '111 HRES 653', '110 S 1701', '110 HR 5710', '110 HR 5856', '112 SCONRES 44', '112 HRES 170']","['111 HR 5730', '110 HRES 1175', '111 HR 3435', '110 HRES 1517', '112 HRES 128', '111 HR 5017', '110 HRES 1433', '111 HRES 1736', '111 HR 3357', '110 HRES 884']","['111 HR 2288', '110 HR 839', '110 HR 497', '110 HR 2016', '111 HR 762', '111 HR 5730', '111 HR 3123', '111 HR 3357', '110 HR 3224', '111 HR 548']","['111 HRES 1466', '112 HR 4625', '111 HRES 1209', '111 HR 2372', '111 HR 2372', '112 S 2176', '108 HR 2926', '109 HR 895', '109 HR 5360', '111 HRES 1123']","['108 S 1050', '113 S 696', '113 HR 15', '113 HR 4304', '109 HR 4', '113 S 744', '112 HR 3630', '108 S 14', '113 HR 3895', '114 HR 5394']","['111 HRES 1466', '111 HRES 1209', '111 HRES 1123', '112 HR 4625', '108 HR 2926', '109 HR 895', '111 HR 2372', '111 HR 2372', '112 S 2176', '109 HR 5360']"
47,"Says Bill Nelson ""voted against requiring Iran to recognize Israel and release American hostages.""",https://www.politifact.com/factchecks/2018/may/04/rick-scott/gov-rick-scott-attack-mischaracterizes-vote-sen-bi/,Bill Nelson voted against requiring Iran to recognize Israel and release American hostages,['114 HJRES 61'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['108 SRES 393', '112 SJRES 41', '108 HR 1828', '111 HR 2194', '101 HCONRES 87', '101 HCONRES 290', '101 HJRES 658', '101 HCONRES 382', '110 SJRES 9', '101 HR 5431']",no_bill_found,no_bill_found,"['113 S 559', '112 HR 5796', '112 HR 5796', '114 S 868', '117 HR 1179', '113 HR 3200', '117 S 2607', '114 HR 3338', '111 SRES 548', '109 HRES 922']","['113 HR 4304', '108 S 1050', '113 S 1881', '108 S 14', '113 HR 4034', '114 HR 5394', '112 HR 4271', '112 HR 4982', '113 HR 15', '114 S 792']","['113 S 559', '117 S 2607', '114 S 868', '112 HR 5796', '112 HR 5796', '117 HR 1179', '113 HR 3200', '114 HR 3338', '111 SRES 548', '110 HCONRES 389']"
48,"Says Luke Messer and Todd Rokita ""voted to fast-track Obamaâs trade deals.""",https://www.politifact.com/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,Todd Rokita voted to fast-track Obama trade deals,"['114 HR 2146', '114 HR 2146']","['112 HRES 708', '112 HRES 425', '112 HRES 370', '112 HCONRES 127', '112 SCONRES 50', '112 HRES 27', '112 HRES 93', '112 HR 4105', '112 HR 4005', '112 HCONRES 51']","['112 HRES 425', '112 HRES 708', '112 HR 6371', '112 HR 1905', '112 HRES 375', '112 HR 6156', '112 HRES 572', '112 HRES 631', '112 HRES 568', '112 SCONRES 50']","['112 HR 6168', '112 HR 4133', '112 HR 3078', '112 HR 3801', '112 HR 6156', '112 HRES 568', '112 HR 1230', '112 HR 3079', '112 S 3642', '112 HR 3080']","['112 HR 6168', '112 HR 4480', '112 HR 4133', '112 HR 1938', '112 HR 4005', '112 HR 3783', '112 HRES 738', '112 HR 6082', '112 HRES 245', '112 HR 3992']","['112 HR 5865', '112 HR 3079', '112 HR 1938', '112 HR 3078', '112 HRES 708', '112 HRES 370', '112 HR 4105', '112 HRES 808', '112 HR 3010', '112 HR 6169']","['112 HR 6168', '112 HR 6156', '112 HR 1938', '112 HR 4119', '112 HR 4005', '112 HR 2779', '112 HR 3801', '112 HR 5544', '112 HR 3408', '112 HR 2682']","['112 HR 1938', '112 HR 3079', '112 HR 3078', '112 HRES 708', '112 HR 3080', '112 S 2009', '112 HRES 738', '112 HR 2832', '112 S 278', '112 HR 443']","['112 HR 3078', '112 HR 3080', '112 HR 3079', '112 HR 6156', '112 HR 6213', '112 HR 4133', '112 HR 2779', '112 HR 10', '112 S 2038', '112 HR 5865']","['110 HRES 1170', '116 HR 3807', '111 HRES 1124', '116 HR 3169', '113 HRES 234', '113 HR 3337', '114 HRES 588', '117 HR 6842', '117 HR 4044', '117 S 4064']","['114 S 1269', '114 HR 1907', '111 S 1466', '112 HR 6642', '112 HR 6656', '114 S 2201', '114 S 1015', '114 S 758', '113 S 662', '110 S 122']","['110 HRES 1170', '116 HR 3807', '116 HR 3169', '117 S 4017', '111 HRES 1124', '116 HR 45', '117 HR 4063', '117 HR 4899', '117 S 5225', '110 HR 988']"
49,"Says Luke Messer and Todd Rokita ""voted to fast-track Obamaâs trade deals.""",https://www.politifact.com/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,Luke Messer voted to fast-track Obama trade deals,"['114 HR 2146', '114 HR 2146']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['116 HR 3807', '111 HRES 1124', '116 HR 3169', '113 HRES 234', '114 HRES 588', '117 HR 6842', '117 HR 4044', '117 S 4064', '114 HRES 126', '112 HRES 770']","['114 S 1269', '114 HR 1907', '111 S 1466', '112 HR 6642', '112 HR 6656', '114 S 2201', '114 S 1015', '114 S 758', '113 S 662', '110 S 122']","['116 HR 3807', '117 HR 6863', '116 HR 3169', '111 HRES 1124', '117 HR 4063', '116 HR 45', '114 HRES 588', '117 HR 4044', '109 HR 3844', '109 HR 3844']"
50,"""Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent. Then she got paid $42,000 by the very corporations she allowed to sell your personal info.""",https://www.politifact.com/factchecks/2018/apr/11/arizona-democratic-party/arizona-democratic-party-claims-gop-lawmaker-mcsal/,Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent,['115 SJRES 34'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['117 S 2913', '112 HRES 612', '115 HR 7388', '114 HR 2918', '110 HR 5783', '111 HR 87', '112 HR 1541', '115 HR 1423', '115 HR 2356', '115 HR 2356']","['108 S 1050', '113 HR 4304', '108 S 14', '109 HR 4', '113 S 696', '113 HR 15', '112 HR 3630', '113 HR 4366', '114 S 227', '113 HR 4034']","['117 S 2913', '115 HR 7388', '110 HRES 1437', '112 HRES 612', '114 HR 2918', '115 HR 1423', '110 HR 5783', '111 HR 87', '112 HR 1541', '115 HR 2356']"
51,"Says U.S. Rep. Ron DeSantis ""voted in favor of food stamps for illegal immigrants.""",https://www.politifact.com/factchecks/2018/mar/29/uncle-sams-misguided-children/misleading-attack-ron-desantis-about-farm-bill-foo/,U.S. Rep. Ron DeSantis voted in favor of food stamps for illegal immigrants,['113 HR 2642'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['109 HR 3712', '115 HR 3934', '111 HRES 1384', '109 HRES 322', '109 HRES 347', '108 HR 1631', '109 S 2051', '109 S 2051', '109 S 2051', '117 S 3154']","['113 HR 15', '108 S 1050', '113 S 744', '113 HR 4304', '109 HR 4', '108 HR 5259', '108 HR 5259', '109 HR 1507', '109 HR 1507', '112 HR 3630']","['115 HRES 1071', '117 HRES 866', '109 HR 3712', '117 HR 9003', '117 HR 9003', '109 SRES 551', '115 HR 3934', '111 HRES 1384', '117 S 3154', '109 S 37']"
52,"""Heitkamp High-Fives Schumer After Voting Against 20-Week Abortion Ban.""",https://www.politifact.com/factchecks/2018/feb/06/say-anything-blog/heitkamp-didnt-high-five-schumer-abortion/,Heitkamp Voted Against 20-Week Abortion Ban,['115 S 2311'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 S 3306', '114 HR 3515', '115 HR 1192', '116 S 1035', '108 HR 679', '108 HR 1545', '116 HR 8939', '117 HR 558', '118 HR 862', '116 HR 3985']","['114 S 1553', '113 HR 3471', '113 HR 3471', '115 HR 1322', '115 HR 1322', '112 S 3290', '113 S 138', '114 S 48', '114 HR 448', '114 HR 448']","['114 S 3306', '114 HR 3515', '116 S 1035', '115 HR 1192', '108 HR 679', '108 HR 1545', '116 HR 8939', '117 HR 558', '118 HR 862', '116 HR 3985']"
53,"""In Congress, @RonDeSantisFL was the DECIDING vote AGAINST our state's right to protect Florida waters from drilling.""",https://www.politifact.com/factchecks/2018/jan/12/gwen-graham/did-ron-desantis-cast-deciding-vote-against-legisl/,"In Congress, RonDeSantis was the DECIDING vote AGAINST our state's right to protect Florida waters from drilling",['113 HR 2231'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['112 HR 2946', '112 HR 2946', '113 HR 5851', '112 HJRES 28', '110 HR 5708', '110 HR 5708', '117 S 2615', '117 HR 4959', '114 HR 563', '115 HR 154']","['108 S 1050', '113 HR 4304', '109 HR 4', '113 HR 15', '114 HR 5394', '108 S 14', '113 S 696', '113 S 744', '112 HR 3630', '112 S 1720']","['117 HR 9399', '113 HR 5851', '112 HR 2946', '112 HR 2946', '112 HJRES 54', '112 HJRES 54', '112 HJRES 54', '112 HJRES 54', '112 HJRES 54', '113 SJRES 7']"
54,"U.S. Rep. Carlos Curbelo voted for a health care bill that will let insurance companies ""charge five times more for people over 50.""",https://www.politifact.com/factchecks/2017/may/11/save-my-care/gop-health-care-bill-charges-five-times-more-peopl/,Carlos Curbelo voted for a health care bill that will let insurance companies charge five times more for people over 50,['115 HR 1628'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['116 S 967', '115 HRES 1089', '112 HR 6048', '112 HR 6048', '114 HR 519', '115 HR 285', '114 HR 248', '112 HR 1744', '112 HR 1744', '109 S 2457']","['112 HR 3630', '108 S 1050', '113 HR 15', '113 S 696', '111 HR 3962', '109 HR 4', '113 HR 4304', '113 HR 4841', '113 HR 4841', '113 S 744']","['108 HCONRES 34', '111 HR 3399', '114 HR 519', '115 HR 285', '115 HRES 1089', '112 HR 6048', '112 HR 6048', '116 S 967', '116 S 1531', '114 HR 248']"
55,"Roy Blunt ""voted to raise his own pay 12 times"" while in Congress.",https://www.politifact.com/factchecks/2016/nov/06/jason-kander/kander-ad-accusing-blunt-voting-raise-his-pay-misl/,Roy Blunt voted to raise his own pay 12 times while in Congress,"['105 S 01023', '105 HR 2378', '106 HR 246', '106 HR 2490', '106 HRES 560', '106 HR 4871', '107 HRES 206', '107 HR 2590', '107 HRES 488', '107 HR 5120', '108 HRES 351', '108 HR 2989', '108 HRES 770', '108 HR 5025', '109 HRES 342', '109 HR 3058', '109 HR 3058', '109 HRES 865', '109 HR 5576', '110 HRES 517', '110 HR 2829', '111 HR 1105', '111 HRES 184', '111 HR 5146', '111 HR 3082']","['106 HRES 434', '112 S 1917', '105 HCONRES 208', '107 S 2578', '111 HR 5017', '111 HR 4314', '112 S 1944', '109 HR 4804', '110 HRES 977', '108 HR 1257']","['110 HCONRES 162', '106 HRES 434', '111 HR 5552', '111 HR 11', '112 S 782', '105 HJRES 107', '111 HR 46', '111 S 181', '110 HR 3793', '107 HJRES 123']","['110 HCONRES 162', '110 S 1046', '109 HRES 553', '117 HR 7', '106 HRES 434', '111 HR 3940', '110 HR 5244', '111 HR 1293', '110 HR 2', '110 HR 4343']","['110 HCONRES 162', '111 HR 1679', '111 HR 5072', '110 HR 5244', '109 HRES 248', '111 HR 1293', '111 HRES 1736', '112 S 1931', '106 HJRES 94', '108 HR 4275']","['110 S 1046', '105 HR 2608', '106 HR 1219', '108 HRES 856', '106 HCONRES 88', '111 HR 1320', '106 HJRES 94', '111 HR 4667', '111 S 407', '111 HRES 805']","['108 HRES 828', '110 HCONRES 162', '111 HRES 1212', '110 HRES 1517', '110 S 1046', '108 HR 2751', '105 HRES 471', '108 HRES 785', '106 HR 208', '111 HRES 150']","['111 HJRES 45', '111 HR 1679', '112 S 2230', '110 HCONRES 162', '110 HR 2', '111 HR 2920', '110 S 1046', '111 HR 46', '112 S 2343', '110 HR 1284']","['110 HCONRES 162', '108 HR 4275', '112 S 1944', '107 HR 5203', '110 S 1046', '106 HRES 434', '108 HRES 581', '108 HR 3108', '112 S 2343', '110 HR 3997']","['117 S 3274', '112 HRES 762', '111 S 1006', '111 HR 4255', '111 HR 282', '111 HR 156', '111 HR 4423', '117 HR 75', '117 HR 75', '117 HR 75']","['108 S 1050', '113 HR 4304', '108 S 14', '113 HR 15', '109 HR 4', '113 S 744', '112 HR 3630', '114 HR 5394', '113 S 696', '114 HR 2898']","['117 S 3274', '109 SRES 497', '111 S 1006', '112 HRES 762', '111 HR 4255', '111 HR 282', '111 HR 156', '111 HR 4423', '117 HR 75', '117 HR 75']"
56,"Says Donald Trump and Ron Johnson ""oppose a woman's right to choose and Johnson voted against the Violence Against Women Act.""",https://www.politifact.com/factchecks/2016/nov/03/russ-feingold/russ-feingolds-attack-donald-trump-and-ron-johnson/,Johnson voted against the Violence Against Women Act,"['112 S 91', '112 S 91']",no_bill_found,"['117 HR 4118', '117 HR 1620', '117 HR 5706', '117 S 4785', '117 S 4926', '117 S 4834', '117 HR 4445', '117 HR 350', '117 HR 1195', '117 S 4524']",no_bill_found,"['117 HR 1620', '117 S 4524', '117 HR 3531', '117 HR 8297', '117 HR 2119', '117 HR 4118', '117 HR 5', '117 HR 8296', '117 S 4785', '117 HR 8373']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '115 HR 7390', '116 HR 1239', '110 S 2279', '110 HR 5927', '109 S 3693', '116 HRES 555']","['112 HR 4271', '112 HR 4982', '113 HR 11', '113 S 47', '112 S 2338', '112 S 1925', '112 HR 4970', '110 HR 5927', '110 S 2279', '111 HR 4594']","['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '110 S 2279', '110 HR 5927', '115 HR 7390', '116 HR 1239', '114 HRES 910', '114 HRES 910']"
57,"""Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.""",https://www.politifact.com/factchecks/2016/nov/02/deborah-ross/did-richard-burr-vote-protect-tax-breaks-companies/,Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people,"['112 S 3364', '113 S 2569']","['111 S 3816', '112 S 3364', '112 S 1917', '107 HR 4626', '112 S 2237', '105 HR 3097', '106 HR 4762', '112 S 1931', '107 HRES 543', '105 HR 3853']","['107 HR 4626', '112 S 1917', '107 HRES 320', '108 HCONRES 141', '111 S 3816', '110 HR 7005', '105 HR 3853', '106 HRES 434', '106 HR 4865', '107 HRES 360']","['105 HRES 109', '107 HRES 543', '107 HCONRES 312', '110 HR 7005', '108 HRES 619', '112 S 2237', '108 HR 4227', '112 S 3412', '108 HRES 637', '112 S 3364']","['112 S 2237', '112 S 3364', '111 S 3816', '112 S 1917', '107 HR 4626', '110 HR 7005', '112 S 1944', '107 HR 6', '107 HCONRES 312', '108 HR 1779']","['112 S 2237', '107 HCONRES 312', '105 HRES 109', '108 HRES 785', '107 HRES 543', '107 HR 4019', '107 HRES 320', '111 S 3816', '108 HRES 794', '106 HRES 274']","['112 S 1917', '107 HR 4626', '105 HRES 109', '112 S 2237', '107 HR 6', '107 HRES 543', '110 HR 6049', '112 S 1944', '106 HRES 564', '112 S 2204']","['112 S 2237', '107 HR 4626', '105 HRES 109', '112 S 1917', '111 S 3816', '112 S 3364', '107 HCONRES 312', '107 HRES 320', '107 HRES 543', '112 S 1944']","['107 HR 4626', '111 S 3816', '112 S 1917', '107 HR 5557', '112 S 1944', '112 S 1931', '108 HR 1779', '107 HCONRES 312', '105 HR 3853', '105 HR 3433']","['113 S 8', '117 HR 4044', '116 S 2937', '113 HR 549', '117 HR 1785', '117 HR 1785', '116 HRES 1097', '117 HR 6392', '110 S 666', '118 HR 884']","['113 HR 1', '109 HR 4', '108 S 1050', '110 HR 7060', '113 HR 4304', '113 HR 5771', '113 S 2260', '113 S 696', '113 HR 15', '110 S 3335']","['113 S 8', '117 HR 4044', '112 S 1', '112 S 7', '112 S 2', '118 HR 785', '117 HR 1785', '117 HR 1785', '118 HR 884', '118 HR 884']"
