sno,claim,url,claim_entered,sourced_bills,bills_found,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
33,"Says ""Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people.""",https://www.politifact.com/factchecks/2018/sep/24/lizzie-pannill-fletcher/texass-fletcher-tries-hit-culberson-obamacare/,Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people,['115 HR 1628'],"['115 HR 6311', '114 HR 1190', '115 HR 849', '115 HR 1304', '115 HR 4547', '114 HR 26', '115 HR 2579', '115 HR 6760', '115 HR 372', '115 HR 1101']","['115 HR 5445', '113 S 25', '114 HR 5931', '114 HR 5719', '113 HR 5771', '113 HR 5462', '115 HR 3', '113 HRES 530', '114 HR 1206', '114 HR 22']","['113 HR 2279', '115 HR 5445', '114 HR 3590', '115 HR 2874', '115 HR 3', '113 HR 5462', '113 HR 5771', '114 HR 34', '114 HR 6', '115 HR 2842']","['113 HRES 530', '115 HRES 1059', '115 HR 6311', '114 HRES 19', '115 HRES 209', '113 HR 4413', '114 HR 5392', '113 HRES 413', '114 HR 2146', '113 HRES 770']","['115 HR 6311', '114 HR 1190', '115 HR 849', '115 HR 1304', '115 HR 4547', '114 HR 26', '115 HR 2579', '115 HR 6760', '115 HR 372', '115 HR 1101']","['114 HR 3590', '114 HR 3791', '115 HR 1304', '115 HR 6311', '113 HRES 175', '115 HRES 209', '115 HR 2847', '115 HR 4566', '113 HR 5462', '113 S 25']","['113 HRES 530', '115 HRES 1059', '114 HRES 321', '114 HRES 19', '113 HRES 717', '114 HRES 688', '115 HRES 210', '114 HRES 809', '114 HRES 687', '115 HRES 241']","['114 HRES 321', '115 HRES 1059', '113 HRES 530', '114 HRES 19', '113 HRES 717', '114 HRES 793', '113 S 25', '113 HRES 175', '114 HRES 893', '113 HRES 413']","['115 HR 6311', '115 HR 6760', '115 HR 2847', '115 HR 849', '113 HR 4719', '115 HRES 210', '113 HRES 530', '114 HR 1190', '115 HR 1973', '113 HR 2668']","['111 HR 3399', '111 HRES 932', '110 HRES 391', '111 HRES 1464', '109 HRES 1049', '110 HCONRES 63', '115 SRES 650', '113 HR 5837', '118 HR 3706', '114 HR 6242']","['112 HR 3630', '113 HR 15', '108 S 1050', '113 S 744', '113 HR 4304', '113 S 1926', '108 S 14', '109 HR 4', '112 S 1940', '113 S 696']","['114 HR 6242', '114 HR 6242', '111 HR 3399', '111 HRES 932', '118 HR 1545', '108 HCONRES 364', '110 HRES 391', '111 HRES 1464', '111 HRES 311', '117 HR 3301']"
34,"Says U.S. Rep. Kyrsten Sinema ""voted to cut ICE.""",https://www.politifact.com/factchecks/2018/sep/21/martha-mcsally/martha-mcsallys-claim-kyrsten-sinema-voted-cut-ice/,U.S. Rep. Kyrsten Sinema voted to cut ICE,"['115 HR 1625', '115 HR 244', '114 HR 2029', '113 HR 83', '113 HR 3547', '115 HRES 990', '115 HRES 990']","['117 HR 1868', '115 HR 998', '117 S 610', '115 HR 6760', '115 HR 3905', '113 HR 1526', '114 HR 4641', '114 HR 4906', '114 HRES 939', '115 HR 3030']","['115 S 3628', '115 HR 998', '114 S 3028', '117 S 610', '115 HRES 949', '115 HR 7217', '113 HR 1035', '117 HR 6617', '115 HR 3', '114 HR 1734']","['113 HR 41', '114 HR 6076', '115 HR 3', '115 S 3628', '115 HR 7217', '113 HCONRES 44', '115 HR 3243', '115 HR 2292', '117 S 610', '115 HRES 990']","['117 S 610', '117 HR 1868', '117 HR 4346', '114 S 612', '115 S 1158', '115 HR 3030', '115 HR 115', '115 HR 620', '114 HR 212', '113 HR 2126']","['117 HR 1868', '115 HR 998', '117 S 610', '115 HR 6760', '115 HR 3905', '113 HR 1526', '114 HR 4641', '114 HR 4906', '114 HRES 939', '115 S 1158']","['115 HRES 990', '115 HR 2883', '114 HR 6297', '117 S 610', '113 HR 3362', '114 S 1090', '115 HR 6136', '115 HJRES 41', '117 S 3436', '113 HR 1992']","['117 HR 1868', '113 HR 1961', '114 S 719', '113 HR 4718', '117 S 610', '114 HR 5785', '114 HR 212', '113 HR 3301', '115 HR 7329', '114 HR 8']","['115 HRES 454', '113 HRES 636', '113 HR 4283', '115 HRES 949', '115 HRES 392', '113 HRES 515', '114 HRES 640', '115 HRES 762', '114 HRES 321', '113 HRES 727']","['117 HR 1868', '115 HR 998', '117 S 610', '115 HR 6760', '115 HR 3', '115 HR 3898', '113 HR 4718', '114 HRES 875', '115 HRES 1084', '113 HRES 569']","['108 HRES 630', '108 SRES 346', '115 HRES 671', '117 HR 4044', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799', '114 HR 2285', '116 S 2691']","['113 HR 15', '108 S 1050', '113 S 744', '114 HR 3667', '113 HR 3155', '113 HR 4304', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799']","['108 HRES 630', '108 SRES 346', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799', '117 HR 4044', '117 S 2542', '115 HRES 671', '115 S 1560']"
35,"Says she voted to stop a new ""age tax"" under which ""Arizonans age 50 & over could be charged 5 times more for their health care.""",https://www.politifact.com/factchecks/2018/sep/19/kyrsten-sinema/fact-checking-kyrsten-sinemas-claim-about-age-tax-/,Kyrsten Sinema voted to stop a new age tax under which Arizonans age 50 & over could be charged 5 times more for their health care.,['115 HR 1628'],"['114 HR 3590', '114 HR 1105', '113 HR 5771', '115 HR 5676', '113 HR 687', '113 HR 4225', '113 HR 2009', '113 HR 3865', '115 HR 5788', '115 HR 4909']","['114 HR 3590', '115 HR 5676', '114 HRES 321', '113 S 25', '115 HR 5788', '113 HR 4935', '114 HR 598', '114 HR 5963', '113 HR 338', '114 HR 5525']","['114 HRES 321', '114 HR 3590', '115 HR 5445', '113 HR 4935', '115 HR 5676', '114 HR 5963', '115 HR 2874', '113 HR 273', '114 HR 1105', '113 HR 1402']","['114 HR 3590', '113 HR 5771', '113 HR 687', '115 HR 5445', '114 HR 1105', '115 HR 7227', '113 HR 5739', '115 HR 5676', '114 HR 4885', '114 HR 622']","['114 HR 3590', '114 HR 1105', '113 HR 5771', '115 HR 5676', '113 HR 687', '113 HR 4225', '113 HR 2009', '113 HR 3865', '115 HR 5788', '115 HR 4909']","['115 HR 5676', '113 S 25', '115 HR 5086', '114 HR 1105', '115 S 139', '114 HR 2499', '114 HR 3590', '116 HR 4378', '115 HR 1177', '114 S 1170']","['114 HRES 19', '113 HRES 351', '114 HRES 321', '113 HRES 530', '115 HRES 1059', '115 HRES 694', '114 HRES 444', '115 HRES 352', '114 HRES 858', '116 S 311']","['114 HRES 321', '115 HRES 1059', '113 HRES 530', '114 HRES 449', '115 HRES 513', '113 S 25', '115 HRES 415', '115 HRES 1084', '114 HRES 819', '115 HRES 1077']","['114 HR 3590', '114 HRES 321', '115 HR 5676', '114 HR 1105', '113 S 25', '113 HR 5771', '115 HR 1177', '113 HR 3865', '115 HR 6760', '115 HR 5788']","['110 HR 2639', '117 HR 258', '117 HR 258', '115 HR 329', '114 HR 259', '114 HR 259', '109 S 1633', '109 HR 5473', '118 S 395', '117 S 1423']","['109 HR 4', '108 S 1050', '113 HR 1', '113 HR 15', '113 HR 4304', '113 S 696', '112 HR 3630', '113 S 744', '111 HR 3962', '110 HR 7060']","['110 HR 2639', '109 HR 5473', '109 S 1633', '117 HR 258', '117 HR 258', '115 HR 329', '110 S 3480', '111 HR 1151', '111 S 467', '109 HR 4464']"
36,"Says Steve Chabot ""voted to strip insurance protections for pre-existing conditions.""",https://www.politifact.com/factchecks/2018/sep/12/aftab-pureval/chabots-votes-contradict-his-health-care-talk/,Steve Chabot voted to strip insurance protections for pre-existing conditions,"['112 HR 2', '112 HR 6079', '114 HR 596']","['115 HR 1304', '114 HR 876', '115 HRES 241', '117 HR 2062', '113 HR 4414', '116 HR 1230', '117 HR 1667', '114 HRES 444', '114 HR 5320', '113 HR 1961']","['116 HR 986', '115 HR 1304', '117 HRES 1464', '116 HR 1425', '114 HR 650', '116 HRES 779', '114 HR 26', '116 HR 4634', '113 HRES 515', '114 HR 1190']","['116 HR 986', '117 HRES 1464', '113 HRES 175', '115 HR 1304', '117 HRES 147', '114 HR 5931', '117 HRES 1153', '115 HR 725', '114 HR 1190', '115 HJRES 69']","['116 HR 986', '113 HR 3522', '114 HRES 507', '114 HRES 512', '115 HRES 241', '117 HR 1667', '113 HRES 717', '115 HR 1215', '117 HR 903', '113 HR 4810']","['115 HR 1304', '114 HR 876', '115 HRES 241', '117 HR 2062', '113 HR 4414', '116 HR 1230', '117 HR 1667', '114 HRES 444', '114 HR 5320', '113 HR 1961']","['116 HR 986', '113 HRES 175', '115 HRES 241', '116 HR 987', '115 HR 1215', '117 S 231', '115 HRES 209', '115 HR 6311', '115 HR 304', '115 HRES 1011']","['113 HRES 339', '114 HRES 462', '117 HRES 1065', '113 HRES 391', '114 HRES 444', '113 HR 1961', '114 HRES 507', '116 HRES 509', '117 HRES 868', '114 HRES 512']","['115 HRES 241', '114 HRES 893', '114 HRES 70', '113 HRES 215', '116 HR 986', '114 HRES 173', '114 HRES 507', '114 HRES 512', '115 HRES 209', '113 HRES 413']","['116 HR 986', '116 HR 7301', '113 HRES 175', '113 HRES 717', '115 HR 1304', '113 HRES 413', '114 HRES 507', '117 HR 2377', '114 HRES 512', '115 HR 4547']","['116 HRES 280', '115 HRES 1066', '115 S 3388', '115 HR 6898', '111 HR 3741', '117 HR 599', '117 HR 599', '109 SRES 65', '117 HR 892', '116 HR 692']","['112 HR 3630', '108 S 1050', '113 S 1926', '112 S 1940', '108 S 14', '109 HR 4', '113 HR 15', '113 HR 4304', '113 HR 2498', '112 HR 5652']","['116 HRES 280', '115 S 3388', '115 HRES 1066', '115 HR 6898', '109 SRES 65', '117 HR 599', '117 HR 599', '116 S 4506', '111 HR 3741', '109 HR 4970']"
37,"Says Joe Donnelly ""voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.""",https://www.politifact.com/factchecks/2018/sep/12/one-nation-pac/immigration-joe-donnelly-amnesty-criminals-indiana/,"Joe Donnelly voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.",['113 S 744'],"['114 SJRES 23', '113 SCONRES 28', '114 SRES 374', '115 SJRES 65', '115 SRES 584', '115 HR 1', '114 SJRES 24', '114 SCONRES 16', '115 SJRES 52', '114 S 2193']","['114 HR 22', '114 S 612', '114 S 2873', '114 S 2193', '114 HR 719', '113 S 2569', '113 HR 3204', '115 HR 1628', '114 S 2232', '114 S 1140']","['114 S 612', '114 HR 22', '113 HR 3204', '115 HR 1628', '114 S 2193', '114 SJRES 31', '114 S 1140', '114 S 2613', '114 HR 6297', '114 SJRES 39']","['114 S 2193', '114 SRES 374', '113 S 2685', '114 HR 34', '114 SJRES 39', '114 SJRES 23', '113 S 388', '115 HR 1628', '114 SRES 377', '115 SJRES 65']","['114 SJRES 23', '113 SCONRES 28', '114 SRES 374', '115 SJRES 65', '115 SRES 584', '115 HR 1', '114 SJRES 24', '114 SCONRES 16', '115 SJRES 52', '114 S 2193']","['114 HR 22', '113 S 2223', '114 S 612', '113 S 815', '115 HR 1628', '113 S 649', '115 HR 6', '113 S 1752', '113 HR 803', '114 S 2193']","['115 SJRES 42', '113 SJRES 19', '115 SRES 584', '114 SJRES 39', '115 SJRES 65', '114 SJRES 23', '114 SJRES 22', '115 SJRES 64', '115 SJRES 34', '114 S 1357']","['115 SJRES 52', '114 SJRES 23', '115 HJRES 83', '114 SJRES 28', '115 SRES 584', '114 SJRES 24', '115 SJRES 63', '115 S 84', '114 SJRES 39', '115 HJRES 67']","['114 SJRES 23', '115 SJRES 63', '115 SJRES 64', '115 SJRES 34', '114 HR 22', '115 SRES 584', '115 SJRES 52', '114 SJRES 24', '114 S 1357', '113 SJRES 26']","['110 HCONRES 119', '112 S 1765', '112 HR 1578', '110 HRES 351', '109 HR 2876', '116 S 2915', '116 S 1959', '112 HR 4982', '112 S 1925', '113 HR 2630']","['112 HR 4982', '112 HR 4271', '112 S 2338', '113 HR 11', '113 S 47', '112 S 1925', '112 HR 4970', '108 S 1050', '108 S 14', '113 HR 4304']","['110 HCONRES 119', '112 S 1765', '112 HR 1578', '113 HR 2630', '110 HRES 351', '115 HR 6728', '115 HR 6728', '116 S 1959', '109 HR 2876', '110 HR 1962']"
38,"Says Beto OâRourke ""voted against"" Hurricane Harvey ""tax relief.""",https://www.politifact.com/factchecks/2018/aug/29/ted-cruz/ted-cruz-says-beto-orourke-voted-against-tax-relie/,Beto O Rourke voted against Hurricane Harvey tax relief,['115 HR 3823'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['115 HR 3812', '115 HR 3930', '115 SRES 650', '112 HR 6683', '113 HR 2137', '109 HR 3768', '109 S 2451', '115 S 3648', '109 S 1637', '109 HR 4334']","['113 HR 1', '113 HR 5771', '110 HR 7060', '113 S 2260', '109 S 1766', '109 S 1766', '109 HR 3958', '110 S 3335', '110 HR 6049', '110 S 3125']","['115 HR 3812', '115 HR 3930', '112 HR 6683', '115 SRES 650', '113 HR 2137', '109 HR 3768', '109 S 2451', '115 S 3648', '109 S 1637', '109 HR 4334']"
39,"Says Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions.",https://www.politifact.com/factchecks/2018/aug/24/heidi-heitkamp/kevin-cramers-votes-pre-existing-conditions/,"Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions","['115 HR 1628', '114 HR 3762', '114 HCONRES 27']","['113 HR 7', '115 HR 4689', '113 HR 2747', '115 HR 7', '113 HJRES 91', '115 HR 3905', '113 HR 982', '115 S 3628', '115 HR 7187', '113 HR 2668']","['114 HR 5931', '115 HR 4760', '113 HR 5272', '113 HRES 715', '114 HR 757', '114 HR 4246', '115 HR 7187', '115 HR 5890', '113 HRES 419', '114 HR 308']","['115 HR 4689', '115 HR 7187', '114 HR 5931', '115 HR 3905', '115 S 3628', '115 S 1182', '115 HR 4760', '114 HR 4246', '115 HRES 905', '114 HR 805']","['113 HR 7', '115 HR 7', '114 HR 7', '113 HR 982', '113 HR 2668', '113 HRES 717', '113 HRES 413', '113 HR 4414', '113 HR 2747', '114 HRES 512']","['113 HR 7', '115 HR 4689', '113 HR 2747', '115 HR 7', '113 HJRES 91', '115 HR 3905', '113 HR 982', '115 S 3628', '115 HR 7187', '113 HR 2668']","['113 HRES 175', '115 HRES 209', '113 HRES 717', '115 HR 7388', '114 HR 3716', '116 SRES 332', '113 HRES 413', '114 HR 3998', '114 S 3283', '113 HR 307']","['115 HR 4689', '114 HRES 421', '114 HRES 19', '113 HRES 339', '114 HRES 507', '114 HRES 38', '115 HRES 631', '117 SJRES 60', '114 HRES 512', '113 HRES 717']","['114 HRES 321', '114 HRES 893', '114 HRES 19', '114 HRES 388', '115 HRES 209', '115 HRES 241', '115 HRES 198', '117 SJRES 46', '115 HRES 1059', '113 HRES 65']","['113 HRES 717', '113 HRES 413', '113 HR 4414', '113 HR 2668', '113 HRES 175', '115 HR 4689', '113 HR 7', '113 HR 3370', '115 HR 7', '114 HR 7']","['115 S 3388', '115 HR 6898', '111 HR 3741', '116 HR 692', '117 HR 892', '116 HRES 280', '111 S 623', '110 HR 822', '109 HR 6309', '113 HR 5328']","['112 HR 3630', '108 S 1050', '108 S 14', '113 HR 4304', '109 HR 4', '113 S 1926', '114 S 2144', '113 HR 1771', '113 HR 15', '112 S 1940']","['115 S 3388', '115 HR 6898', '116 HRES 280', '113 HR 5328', '115 HR 628', '116 HR 692', '117 HR 892', '111 HR 3741', '116 S 4506', '109 HR 6309']"
40,"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""",https://www.politifact.com/factchecks/2018/jul/25/corey-stewart/stewart-mark-repeated-attacks-kaines-support-milit/,Sen. Tim Kaine even voted against giving more money to our men and women who are in the military service and against our housing allowance,['115 HR 1625'],"['115 HR 695', '114 HR 5293', '113 S 25', '114 HR 2685', '116 S 1', '113 S 1752', '113 S 1982', '115 HR 1892', '115 S 2372', '117 S 610']","['117 HR 5746', '113 S 25', '113 S 47', '116 SRES 212', '117 S 2747', '117 HR 5305', '115 SRES 584', '117 HR 8404', '115 S 140', '113 S 1982']","['113 HR 3474', '114 HJRES 61', '117 HR 5305', '117 HR 6617', '117 HR 6119', '117 HR 5746', '116 SRES 212', '116 SJRES 50', '113 S 16', '117 SJRES 33']","['113 S 1982', '113 S 25', '117 S 1301', '115 S 2372', '117 S 610', '116 S 1', '113 S 1752', '115 HR 5895', '114 HJRES 61', '115 HR 3']","['115 HR 695', '114 HR 5293', '113 S 25', '114 HR 2685', '116 S 1', '113 S 1752', '113 S 1982', '115 HR 1892', '115 S 2372', '117 S 610']","['114 HJRES 61', '113 HR 3474', '113 S 25', '117 HR 5305', '117 HR 335', '113 SCONRES 8', '113 S 1752', '116 SRES 335', '113 SJRES 19', '114 HR 5325']","['113 S 25', '114 S 754', '115 SRES 584', '113 HR 152', '115 SCONRES 3', '117 SCONRES 5', '116 S 1', '114 SCONRES 11', '117 SCONRES 14', '117 SCONRES 41']","['113 S 25', '115 S 84', '116 HR 1327', '114 HR 5325', '113 S 1982', '117 HR 335', '116 SRES 333', '113 HR 152', '116 SRES 336', '116 SRES 335']","['113 S 25', '113 S 1982', '113 S 1752', '114 HR 203', '113 S 47', '117 HR 3755', '113 HR 3474', '114 HJRES 61', '117 S 1301', '115 HR 5895']","['110 HRES 1139', '112 SRES 472', '111 SRES 384', '117 HCONRES 50', '112 SRES 86', '111 SRES 441', '108 SRES 433', '110 HRES 686', '111 HRES 681', '117 HR 5283']","['108 S 1050', '113 HR 4304', '113 HR 15', '112 HR 4271', '112 HR 4982', '108 S 14', '114 HR 5394', '113 S 744', '113 HR 4034', '109 HR 4']","['110 HRES 1139', '111 SRES 384', '112 SRES 472', '110 HRES 686', '117 HCONRES 50', '108 SRES 433', '110 HRES 604', '117 HRES 855', '117 HRES 855', '110 HRES 1306']"
41,"Says Ron DeSantis ""voted in an agricultural bill to give food stamps to illegal immigrants.""",https://www.politifact.com/factchecks/2018/jun/29/adam-putnam/putnam-parrots-previous-absurd-claim-food-stamps-i/,Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants,"['113 HR 2642', '113 HR 1947']","['115 HR 1238', '113 HR 2642', '113 HRES 670', '115 HR 2', '114 HRES 101', '115 HR 3823', '114 HRES 303', '113 HR 4800', '113 HRES 266', '113 HJRES 77']","['113 HR 2642', '115 HR 1238', '113 HR 1947', '114 HR 2898', '114 HRES 466', '114 HRES 369', '114 HR 1214', '113 HRES 351', '113 HRES 770', '113 HR 4800']","['113 HR 2642', '113 HR 1947', '113 HR 5759', '115 HR 1238', '115 HR 2213', '113 HRES 361', '113 HRES 266', '113 HRES 380', '113 HRES 465', '113 HRES 770']","['113 HR 3102', '114 HR 2722', '115 HR 1238', '113 HR 2366', '113 HJRES 77', '113 HJRES 75', '115 S 1182', '113 HR 1206', '115 HR 3053', '115 HR 6136']","['115 HR 1238', '113 HR 2642', '113 HRES 670', '115 HR 2', '114 HRES 101', '115 HR 3823', '114 HRES 303', '113 HR 4800', '113 HRES 266', '113 HJRES 77']","['113 HR 1206', '115 HR 4451', '113 HJRES 77', '113 HR 2642', '115 HR 2', '113 HR 4800', '114 S 1170', '113 S 1348', '115 S 1182', '113 HJRES 79']","['114 HRES 303', '113 HRES 266', '114 HRES 369', '113 HRES 694', '114 HRES 338', '115 HRES 900', '115 HRES 414', '113 HRES 271', '115 HRES 396', '113 HRES 378']","['113 HRES 465', '113 HRES 616', '113 HRES 266', '113 HRES 271', '115 HRES 513', '115 HRES 414', '114 HRES 338', '113 HRES 380', '113 HRES 295', '114 HRES 370']","['115 HR 1238', '114 HRES 303', '113 HR 4800', '115 HRES 934', '113 HRES 670', '114 HRES 305', '113 HRES 616', '113 HR 2642', '113 HRES 271', '113 HRES 515']","['109 HR 3712', '116 HR 7656', '115 HR 4749', '113 S 1', '117 HR 6820', '111 HR 4971', '117 HR 9003', '117 HR 9003', '115 HR 3699', '117 S 2636']","['113 HR 2642', '113 HR 15', '113 HR 1947', '113 HR 2498', '113 S 954', '108 S 1050', '113 HR 4304', '113 S 744', '109 HR 4', '108 S 14']","['110 HR 2419', '109 HR 3712', '115 HR 3934', '117 HR 9003', '117 HR 9003', '115 HR 5276', '113 S 1', '115 HRES 1071', '117 S 5329', '116 HR 7656']"
42,"Says Bill Nelson voted for ""cuts to Medicare providers"" and voted to weaken ""Social Security protections"" as a U.S. senator.",https://www.politifact.com/factchecks/2018/jun/15/new-republican-pac/republican-pac-misleads-ad-about-sen-bill-nelsons-/,Bill Nelson voted for cuts to Medicare providers and voted to weaken Social Security protections as a U.S. senator,['113 HJRES 59'],"['115 HR 3', '114 HR 2', '113 HR 4302', '113 S 2199', '114 HR 3236', '115 HR 2579', '113 S 1982', '114 HR 240', '113 HR 3230', '114 HR 719']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 HR 2', '115 HR 3', '113 HR 4302', '113 S 1982', '115 HR 6', '114 S 1881', '114 HR 2577', '115 SJRES 63', '113 HR 325', '113 S 2578']",no_bill_found,no_bill_found,no_bill_found,"['117 HR 4044', '108 HR 3081', '110 HR 2595', '108 HR 810', '113 HR 3168', '117 HR 322', '117 HR 322', '118 HR 3237', '118 HRES 212', '118 HRES 212']","['108 S 1050', '113 HR 15', '113 HR 4304', '113 S 744', '109 HR 4', '108 S 14', '112 HR 3630', '113 S 696', '113 HR 4034', '112 HR 7']","['117 HR 4044', '117 HR 6842', '115 HRES 671', '112 SRES 230', '117 HRES 945', '116 HR 8702', '116 HR 8702', '116 HR 394', '115 HR 893', '108 HR 3081']"
43,"Says Marsha Blackburn ""voted against military pay raise.""",https://www.politifact.com/factchecks/2018/jun/05/tennessee-democratic-party/tennessee-democrats-slam-blackburn-military-pay-vo/,Marsha Blackburn voted against military pay raise,"['115 HR 5515', '115 HR 2220']","['113 HR 3210', '114 HR 4974', '113 HR 2216', '114 HR 2685', '113 S 25', '113 HR 4486', '114 HR 5015', '114 HRES 566', '113 HRES 628', '114 HR 5293']","['113 HR 3210', '114 HR 1839', '113 S 25', '113 HR 1874', '115 HR 7217', '117 HR 7', '114 HR 22', '113 HR 5771', '114 HR 4246', '116 S 4049']","['113 HR 3210', '113 HRES 628', '113 S 25', '114 HR 1839', '114 HR 5015', '113 HR 4870', '113 HR 325', '116 S 4049', '114 HR 5293', '114 HR 4246']","['113 HR 3210', '113 HR 2216', '113 HR 4486', '114 HR 4974', '114 HR 2685', '113 HR 4870', '113 HR 2397', '113 S 25', '115 HR 695', '115 HRES 478']","['113 HR 3210', '114 HR 4974', '113 HR 2216', '114 HR 2685', '113 S 25', '113 HR 4486', '114 HR 5015', '114 HRES 566', '113 HRES 628', '114 HR 5293']","['113 HR 3210', '115 HRES 305', '114 HRES 260', '114 HRES 735', '115 HRES 440', '113 HRES 260', '114 HRES 732', '113 HR 2397', '115 HRES 908', '114 HR 2685']","['113 HR 3210', '113 HRES 366', '114 HRES 736', '113 S 25', '114 HRES 449', '115 HRES 431', '114 HRES 260', '115 HRES 305', '114 HRES 937', '113 HRES 557']","['115 HRES 305', '114 HRES 260', '114 HRES 937', '115 HRES 1027', '115 HRES 440', '113 HRES 260', '115 HRES 908', '113 HRES 590', '114 HRES 735', '114 HRES 732']","['113 HR 3210', '113 HRES 366', '115 HR 3851', '113 S 25', '115 HRES 305', '113 HRES 628', '114 HRES 736', '114 HR 675', '113 HR 2216', '113 HRES 256']","['110 HCONRES 162', '118 HR 2591', '116 S 262', '117 HR 823', '117 HR 823', '117 HR 823', '116 HR 3260', '111 HR 282', '116 HR 790', '111 HR 156']","['108 S 1050', '108 S 2400', '115 HR 5125', '115 HR 5125', '112 HR 1979', '113 S 2289', '113 S 2410', '112 HR 4271', '109 HR 1815', '114 S 1249']","['110 HCONRES 162', '118 HR 2591', '116 S 262', '117 HR 823', '116 HR 3260', '117 HR 823', '117 HR 823', '111 HR 282', '116 HR 790', '111 HR 156']"
44,"Rep. Dan Donovan ""voted for Tax Cuts""",https://www.politifact.com/factchecks/2018/jun/04/donald-trump/did-rep-dan-donovan-vote-tax-cuts-trump-said/,Rep. Dan Donovan voted for Tax Cuts,['115 HR 1892'],"['115 HR 6760', '115 HR 3', '115 HR 1294', '115 HR 953', '114 HR 3590', '115 HR 3823', '115 S 2155', '114 HR 4361', '114 HR 4885', '115 HR 1177']","['115 HR 3', '114 HR 3590', '115 HR 6760', '114 HR 1314', '115 HR 998', '114 HR 5525', '114 HR 4885', '114 HR 4361', '115 HR 5444', '115 HR 4667']","['115 HRES 1084', '115 HR 3', '114 HR 3590', '114 HR 1314', '114 HR 5525', '115 HR 6760', '114 HRES 858', '115 HCONRES 119', '114 HCONRES 89', '115 HR 1892']","['115 HR 6760', '115 HR 3', '114 HR 4361', '114 HR 3590', '115 S 2155', '115 HR 4015', '115 HR 3823', '114 HRES 751', '115 HR 7', '115 HR 50']","['115 HR 6760', '115 HR 3', '115 HR 1294', '115 HR 953', '114 HR 3590', '115 HR 3823', '115 S 2155', '114 HR 4361', '114 HR 4885', '115 HR 1177']","['115 HR 6760', '114 HR 3590', '114 HR 5015', '115 HR 3', '115 HR 2905', '115 HR 7', '114 HR 4361', '114 HR 3842', '115 HR 974', '114 HR 1382']","['115 HR 6760', '114 HRES 858', '115 HR 3', '114 HRES 305', '115 HRES 1084', '114 HRES 321', '115 HRES 1012', '114 HRES 319', '114 HRES 687', '115 HRES 1011']","['115 HR 6760', '115 HRES 1084', '114 HR 3590', '115 HRES 1011', '115 HRES 375', '114 HRES 858', '114 HRES 319', '115 HRES 378', '115 HR 3823', '114 HRES 793']","['115 HR 6760', '115 HR 3', '114 HR 3590', '115 S 2155', '115 HRES 1084', '115 HR 998', '114 HRES 305', '115 HR 953', '114 HRES 875', '115 HRES 378']","['115 HRES 1097', '118 HRES 212', '118 HRES 212', '115 HR 4886', '118 HR 3270', '108 SRES 15', '116 HR 957', '117 HR 8214', '115 S 2254', '108 SCONRES 63']","['113 HR 1', '110 HR 7060', '113 HR 5771', '113 S 2260', '110 S 3335', '110 HR 6049', '110 S 3125', '109 HR 4', '113 S 1859', '110 S 3478']","['115 HRES 1097', '118 HRES 212', '118 HRES 212', '115 HR 4886', '118 HR 3270', '117 HR 8214', '112 HR 2650', '112 HR 2650', '108 SRES 15', '116 HR 957']"
